2014,2,11110515,청운효자동,5988,2620,3368,1105,694,1097,1585,848,659,643,347,423,587,449,171,462,347,674,998,399,488,0,0,0,2429899
2018,2,11110580,교남동,10525,4912,5613,1750,1357,1888,1880,1526,2124,872,608,903,898,741,890,878,749,985,982,785,1234,4485,53,4432,355267
2018,2,11110600,가회동,4486,2081,2405,593,527,604,806,726,1230,292,253,298,369,349,520,301,274,306,437,377,710,2072,0,2072,565302
2018,2,11110615,종로1.2.3.4가동,7425,4405,3020,477,921,953,964,1442,2668,249,466,556,596,987,1551,228,455,397,368,455,1117,5288,179,5109,2430999
2018,2,11110630,종로5.6가동,5291,2901,2390,425,955,638,702,1022,1549,217,551,369,405,580,779,208,404,269,297,442,770,3164,0,3164,599631
2018,2,11110640,이화동,8072,3817,4255,811,1723,1437,1100,1169,1832,403,798,702,548,573,793,408,925,735,552,596,1039,4445,0,4445,747067
2018,2,11110650,혜화동,17044,8252,8792,2155,4256,2418,2422,2288,3505,1097,2159,1240,1169,1086,1501,1058,2097,1178,1253,1202,2004,9051,662,8389,1161303
2018,2,11110670,창신1동,5403,2934,2469,469,655,596,776,1185,1722,242,358,345,415,680,894,227,297,251,361,505,828,3019,719,2300,297271
2018,2,11110680,창신2동,9015,4600,4415,953,1324,1036,1370,1893,2439,485,713,584,740,971,1107,468,611,452,630,922,1332,4229,223,4006,257188
2018,2,11110690,창신3동,7151,3508,3643,1042,1046,1068,1052,1308,1635,537,554,514,504,652,747,505,492,554,548,656,888,2747,1691,1056,216230
2018,2,11110700,숭인1동,5603,2797,2806,717,727,798,903,1018,1440,354,379,441,478,511,634,363,348,357,425,507,806,2618,0,2618,236777
2018,2,11110710,숭인2동,9589,4913,4676,773,1746,1572,1363,1746,2389,396,788,829,729,957,1214,377,958,743,634,789,1175,5654,595,5059,359384
2018,2,11140520,소공동,1775,896,879,250,170,458,350,228,319,111,72,236,181,124,172,139,98,222,169,104,147,976,78,898,918284
2018,2,11140540,회현동,4496,2530,1966,303,411,453,623,920,1786,137,187,257,374,597,978,166,224,196,249,323,808,2911,390,2521,909465
2018,2,11140550,명동,2837,1192,1645,220,265,397,472,497,986,103,126,179,199,224,361,117,139,218,273,273,625,1415,0,1415,993909
2018,2,11140570,필동,4059,2103,1956,424,615,650,530,676,1164,220,320,355,315,351,542,204,295,295,215,325,622,2281,35,2246,1458582
2018,2,11140580,장충동,4716,2396,2320,527,1126,729,640,629,1065,266,615,379,351,307,478,261,511,350,289,322,587,2623,100,2523,1013897
2018,2,11140590,광희동,4990,2652,2338,376,706,722,651,920,1615,198,354,392,363,525,820,178,352,330,288,395,795,2902,159,2743,745387
2018,2,11140605,을지로동,1631,1033,598,85,136,187,185,362,676,47,62,110,129,260,425,38,74,77,56,102,251,1178,134,1044,612013
2018,2,11140615,신당동,7345,3738,3607,641,1225,1108,1134,1403,1834,312,609,609,624,724,860,329,616,499,510,679,974,4015,23,3992,536647
2018,2,11140625,다산동,14628,7105,7523,1662,2297,2442,2286,2363,3578,869,1129,1259,1131,1154,1563,793,1168,1183,1155,1209,2015,6828,133,6695,532721
2018,2,11140635,약수동,17891,8491,9400,2390,2143,2807,2732,2885,4934,1211,1076,1335,1367,1364,2138,1179,1067,1472,1365,1521,2796,7801,5309,2492,509395
2018,2,11140645,청구동,14714,7006,7708,1927,2051,2394,2239,2472,3631,987,998,1197,1102,1170,1552,940,1053,1197,1137,1302,2079,6452,1490,4962,345114
2018,2,11140650,신당5동,8971,4456,4515,1179,1208,1386,1466,1607,2125,572,626,702,768,841,947,607,582,684,698,766,1178,4280,984,3296,310367
2018,2,11140665,동화동,11451,5545,5906,1737,1700,1569,1801,2058,2586,878,869,729,912,1001,1156,859,831,840,889,1057,1430,4350,1967,2383,330049
2018,2,11140670,황학동,12320,6070,6250,1319,1950,2697,1830,1865,2659,661,883,1357,949,979,1241,658,1067,1340,881,886,1418,6414,1892,4522,327694
2018,2,11140680,중림동,7533,3805,3728,899,923,1250,1144,1287,2030,454,434,644,615,700,958,445,489,606,529,587,1072,3797,620,3177,487576
2018,2,11170510,후암동,18358,8951,9407,2676,2506,3022,3010,2905,4239,1443,1288,1544,1495,1371,1810,1233,1218,1478,1515,1534,2429,8542,158,8384,868399
2018,2,11170520,용산2가동,10502,5018,5484,1140,1499,1851,1520,1629,2863,574,769,949,731,748,1247,566,730,902,789,881,1616,5388,44,5344,2047347
2018,2,11170530,남영동,7711,4784,2927,505,946,1062,1185,1694,2319,269,464,597,792,1233,1429,236,482,465,393,461,890,5356,0,5356,735947
2018,2,11170555,청파동,20225,9715,10510,2183,3861,3279,3083,3208,4611,1174,1694,1746,1547,1588,1966,1009,2167,1533,1536,1620,2645,10542,56,10486,867676
2018,2,11170560,원효로1동,13991,6822,7169,2032,2018,3180,2253,1887,2621,1052,880,1597,1173,916,1204,980,1138,1583,1080,971,1417,6682,466,6216,589294
2018,2,11170570,원효로2동,14933,7015,7918,2552,1920,2257,2551,2335,3318,1123,928,1108,1248,1168,1440,1429,992,1149,1303,1167,1878,5992,131,5861,915567
2018,2,11170580,효창동,8783,4173,4610,1334,1328,1470,1408,1378,1865,693,622,693,678,676,811,641,706,777,730,702,1054,3653,227,3426,470670
2018,2,11170590,용문동,12870,6204,6666,1970,1717,2244,2126,1982,2831,1018,831,1121,1051,979,1204,952,886,1123,1075,1003,1627,5397,222,5175,289284
2018,2,11170625,한강로동,15686,7706,7980,1677,2301,3140,2327,2600,3641,882,1080,1539,1178,1300,1727,795,1221,1601,1149,1300,1914,8256,354,7902,3358956
2018,2,11170630,이촌1동,27867,12990,14877,5827,2880,3825,5240,4193,5902,2978,1408,1663,2372,2023,2546,2849,1472,2162,2868,2170,3356,10089,1826,8263,2143668
2018,2,11170640,이촌2동,9072,4285,4787,1201,1034,1571,1316,1463,2487,630,517,807,644,663,1024,571,517,764,672,800,1463,3831,583,3248,1191110
2018,2,11170650,이태원1동,6901,3276,3625,613,1004,1141,973,1112,2058,306,536,600,489,524,821,307,468,541,484,588,1237,3771,0,3771,579369
2018,2,11170660,이태원2동,9443,4380,5063,1048,1317,1698,1480,1374,2526,507,685,831,713,612,1032,541,632,867,767,762,1494,4888,22,4866,879018
2018,2,11170685,한남동,20476,9878,10598,2268,2694,4046,3389,3179,4900,1190,1337,2048,1670,1510,2123,1078,1357,1998,1719,1669,2777,10913,235,10678,3198883
2018,2,11170690,서빙고동,13426,6475,6951,2488,1812,1550,2592,2215,2769,1254,908,731,1244,1133,1205,1234,904,819,1348,1082,1564,5252,230,5022,2198117
2018,2,11170700,보광동,15000,7341,7659,1509,2297,2401,2356,2561,3876,824,1277,1291,1153,1188,1608,685,1020,1110,1203,1373,2268,7692,58,7634,890496
2018,2,11200520,왕십리2동,18133,8893,9240,2677,2702,3251,2912,2912,3679,1373,1339,1639,1435,1443,1664,1304,1363,1612,1477,1469,2015,7813,776,7037,385254
2018,2,11200535,왕십리도선동,27002,12959,14043,4157,4313,4905,4167,4429,5031,2095,2018,2362,2091,2121,2272,2062,2295,2543,2076,2308,2759,11298,1621,9677,718816
2018,2,11200540,마장동,22989,11349,11640,3144,4214,3521,3252,3742,5116,1605,2086,1811,1630,1861,2356,1539,2128,1710,1622,1881,2760,10324,3143,7181,1082999
2018,2,11200550,사근동,11355,5864,5491,1250,3866,1735,1268,1265,1971,610,2137,966,652,613,886,640,1729,769,616,652,1085,6864,427,6437,1182945
2018,2,11200560,행당1동,13527,6610,6917,1835,2157,2114,2147,2235,3039,941,1052,1052,1079,1086,1400,894,1105,1062,1068,1149,1639,6135,1930,4205,552563
2018,2,11200570,행당2동,25148,11887,13261,4603,3076,4049,4626,3850,4944,2165,1476,1948,2254,1901,2143,2438,1600,2101,2372,1949,2801,9465,4784,4681,457197
2018,2,11200580,응봉동,16502,7851,8651,3227,1818,2413,3259,2395,3390,1616,864,1159,1571,1165,1476,1611,954,1254,1688,1230,1914,6255,2456,3799,547736
2018,2,11200590,금호1가동,15796,7612,8184,2556,1882,2855,2635,2440,3428,1308,942,1387,1328,1172,1475,1248,940,1468,1307,1268,1953,6435,3184,3251,441318
2018,2,11200615,금호2.3가동,24282,11651,12631,3650,3009,4607,3993,3676,5347,1877,1494,2195,2016,1761,2308,1773,1515,2412,1977,1915,3039,10244,3292,6952,638261
2018,2,11200620,금호4가동,14855,7120,7735,2425,1636,2848,2641,2193,3112,1236,841,1324,1332,1062,1325,1189,795,1524,1309,1131,1787,6307,3305,3002,935263
2018,2,11200645,옥수동,27436,12889,14547,4576,3260,5617,4560,3994,5429,2326,1528,2526,2259,1848,2402,2250,1732,3091,2301,2146,3027,10989,6754,4235,1239152
2018,2,11200650,성수1가1동,16524,8316,8208,2386,2477,2958,2692,2965,3046,1207,1299,1512,1324,1560,1414,1179,1178,1446,1368,1405,1632,7343,1937,5406,2248463
2018,2,11200660,성수1가2동,15320,7658,7662,2079,2400,2914,2467,2425,3035,1079,1206,1444,1274,1217,1438,1000,1194,1470,1193,1208,1597,7042,2053,4989,984783
2018,2,11200670,성수2가1동,17810,9254,8556,2158,2500,2834,2716,3422,4180,1103,1309,1529,1449,1860,2004,1055,1191,1305,1267,1562,2176,8551,1792,6759,1126355
2018,2,11200690,성수2가3동,10957,5677,5280,1208,1822,2070,1521,1855,2481,615,885,1091,818,1023,1245,593,937,979,703,832,1236,5423,1627,3796,1050781
2018,2,11200720,송정동,11288,6008,5280,1365,1664,1849,1755,2174,2481,716,893,1031,972,1202,1194,649,771,818,783,972,1287,5456,796,4660,584812
2018,2,11200790,용답동,15279,8076,7203,1596,2334,2302,2465,2897,3685,811,1181,1275,1387,1644,1778,785,1153,1027,1078,1253,1907,8006,85,7921,2379362
2018,2,11215710,화양동,21361,10250,11111,1272,8040,4490,2263,2103,3193,623,3475,2320,1267,1118,1447,649,4565,2170,996,985,1746,15105,308,14797,1124376
2018,2,11215730,군자동,19854,9809,10045,2244,3996,3802,2802,2985,4025,1174,1928,1944,1435,1499,1829,1070,2068,1858,1367,1486,2196,10272,554,9718,733236
2018,2,11215740,중곡1동,15921,7859,8062,1793,2491,3207,2367,2624,3439,926,1196,1627,1211,1280,1619,867,1295,1580,1156,1344,1820,7735,74,7661,602769
2018,2,11215750,중곡2동,22415,10875,11540,3012,3665,4167,3318,3795,4458,1568,1770,2066,1637,1785,2049,1444,1895,2101,1681,2010,2409,10195,362,9833,544807
2018,2,11215760,중곡3동,17559,8727,8832,2126,2695,3058,2641,3190,3849,1095,1375,1610,1343,1544,1760,1031,1320,1448,1298,1646,2089,8347,366,7981,600824
2018,2,11215770,중곡4동,31013,15310,15703,4259,4598,4881,4790,5654,6831,2252,2359,2493,2380,2737,3089,2007,2239,2388,2410,2917,3742,13129,295,12834,2295463
2018,2,11215780,능동,11514,5351,6163,1266,2141,2883,1610,1451,2163,663,879,1357,821,654,977,603,1262,1526,789,797,1186,6092,0,6092,1094134
2018,2,11215810,광장동,35424,17186,18238,9072,4215,4083,7910,5202,4942,4617,2095,1819,3679,2690,2286,4455,2120,2264,4231,2512,2656,11670,7161,4509,2889609
2018,2,11215820,자양1동,22578,10962,11616,2736,3977,4112,3513,3651,4589,1428,1906,2084,1765,1750,2029,1308,2071,2028,1748,1901,2560,11051,288,10763,621606
2018,2,11215830,자양2동,27039,13304,13735,4127,3931,4637,4357,4470,5517,2195,1989,2273,2123,2126,2598,1932,1942,2364,2234,2344,2919,11183,1987,9196,1630926
2018,2,11215840,자양3동,31001,15028,15973,5546,4294,4861,5032,5079,6189,2777,2124,2330,2417,2487,2893,2769,2170,2531,2615,2592,3296,11881,4457,7424,1145609
2018,2,11215847,자양4동,18755,9430,9325,2011,2714,3062,2836,3450,4682,1022,1362,1592,1497,1760,2197,989,1352,1470,1339,1690,2485,9301,684,8617,1148618
2018,2,11215850,구의1동,22628,10857,11771,2545,4393,4577,3456,3410,4247,1310,2027,2267,1739,1632,1882,1235,2366,2310,1717,1778,2365,11487,234,11253,553095
2018,2,11215860,구의2동,25499,12396,13103,4052,3442,4000,4176,4256,5573,2071,1727,2014,2053,2017,2514,1981,1715,1986,2123,2239,3059,10655,183,10472,1363952
2018,2,11215870,구의3동,29685,14169,15516,4773,4746,5026,4860,4864,5416,2360,2332,2384,2255,2337,2501,2413,2414,2642,2605,2527,2915,11927,4690,7237,1453971
2018,2,11230536,용신동,30468,15720,14748,3140,4989,5257,4451,4981,7650,1626,2539,2800,2436,2625,3694,1514,2450,2457,2015,2356,3956,16257,1127,15130,1590771
2018,2,11230545,제기동,24157,12393,11764,2621,3864,3521,3273,3857,7021,1376,2123,1958,1797,1970,3169,1245,1741,1563,1476,1887,3852,12288,2544,9744,1184853
2018,2,11230560,전농1동,29359,14890,14469,4036,4288,4257,4407,4924,7447,2095,2223,2222,2341,2520,3489,1941,2065,2035,2066,2404,3958,13978,3375,10603,1140490
2018,2,11230570,전농2동,19853,9570,10283,3406,2477,2551,3343,3297,4779,1695,1261,1268,1580,1627,2139,1711,1216,1283,1763,1670,2640,7590,5014,2576,983768
2018,2,11230600,답십리1동,26520,12927,13593,4221,3745,4833,4324,4096,5301,2151,1777,2333,2225,2033,2408,2070,1968,2500,2099,2063,2893,11536,4208,7328,838156
2018,2,11230610,답십리2동,26766,13155,13611,3947,3378,3684,4277,4678,6802,1992,1759,1912,2167,2253,3072,1955,1619,1772,2110,2425,3730,10933,6312,4621,814945
2018,2,11230650,장안1동,38376,19215,19161,5561,5079,6726,6376,6126,8508,2868,2514,3448,3315,3042,4028,2693,2565,3278,3061,3084,4480,16915,2643,14272,1360347
2018,2,11230660,장안2동,30280,15233,15047,5432,3499,4765,5491,4616,6477,2884,1864,2367,2794,2293,3031,2548,1635,2398,2697,2323,3446,12301,5160,7141,1119438
2018,2,11230705,청량리동,21767,10952,10815,2367,2630,2738,2983,3975,7074,1207,1402,1485,1597,2028,3233,1160,1228,1253,1386,1947,3841,10394,3278,7116,1197287
2018,2,11230710,회기동,10055,4800,5255,1202,2727,1619,1326,1161,2020,577,1301,826,683,565,848,625,1426,793,643,596,1172,5759,1031,4728,829432
2018,2,11230720,휘경1동,13046,6565,6481,1384,2757,2018,1826,2012,3049,719,1377,1077,942,1050,1400,665,1380,941,884,962,1649,6813,1322,5491,519932
2018,2,11230730,휘경2동,24399,12029,12370,3748,4871,3338,3738,3574,5130,1847,2562,1729,1834,1770,2287,1901,2309,1609,1904,1804,2843,11023,2742,8281,1207585
2018,2,11230740,이문1동,26726,13387,13339,3012,5780,3733,3815,4016,6370,1536,3051,2012,1997,1995,2796,1476,2729,1721,1818,2021,3574,14185,1218,12967,986690
2018,2,11230750,이문2동,21698,10650,11048,3538,2969,2920,3627,3543,5101,1813,1481,1473,1812,1778,2293,1725,1488,1447,1815,1765,2808,8692,4855,3837,698476
2018,2,11260520,면목2동,26070,13087,12983,3515,3523,3913,4161,4951,6007,1767,1826,2087,2161,2501,2745,1748,1697,1826,2000,2450,3262,12088,2253,9835,743106
2018,2,11260540,면목4동,20679,10264,10415,2757,2981,3236,3268,3428,5009,1445,1423,1715,1739,1732,2210,1312,1558,1521,1529,1696,2799,9459,2208,7251,821882
2018,2,11260550,면목5동,10038,5136,4902,1343,1360,1559,1551,1856,2369,679,735,822,839,944,1117,664,625,737,712,912,1252,4572,184,4388,591696
2018,2,11260565,면목본동,35524,17754,17770,4229,5304,5909,5524,6536,8022,2151,2677,3162,2849,3225,3690,2078,2627,2747,2675,3311,4332,17251,779,16472,840931
2018,2,11260570,면목7동,22129,11026,11103,2631,3143,3369,3284,4080,5622,1360,1644,1734,1735,1954,2599,1271,1499,1635,1549,2126,3023,10073,2496,7577,1202721
2018,2,11260575,면목3.8동,25924,13002,12922,3094,3731,3860,3982,4801,6456,1602,1933,2052,2103,2357,2955,1492,1798,1808,1879,2444,3501,12202,1553,10649,1591050
2018,2,11260580,상봉1동,25514,12496,13018,4232,3793,3876,3876,4566,5171,2206,1913,1942,1900,2191,2344,2026,1880,1934,1976,2375,2827,10063,4437,5626,917193
2018,2,11260590,상봉2동,18320,9062,9258,1822,3045,3704,2632,3095,4022,953,1402,1930,1337,1533,1907,869,1643,1774,1295,1562,2115,9711,165,9546,658991
2018,2,11260600,중화1동,20759,10265,10494,2970,3069,3488,2876,3651,4705,1507,1554,1819,1489,1727,2169,1463,1515,1669,1387,1924,2536,8728,430,8298,637209
2018,2,11260610,중화2동,28070,14514,13556,2837,3910,4257,4124,5661,7281,1519,1999,2311,2216,3007,3462,1318,1911,1946,1908,2654,3819,14230,172,14058,960402
2018,2,11260620,묵1동,36090,17656,18434,6006,4901,5785,6010,5692,7696,3056,2452,2896,2998,2691,3563,2950,2449,2889,3012,3001,4133,14407,5148,9259,1184393
2018,2,11260630,묵2동,20004,9883,10121,2663,2902,3406,3073,3315,4645,1373,1406,1803,1558,1617,2126,1290,1496,1603,1515,1698,2519,9052,1459,7593,682005
2018,2,11260655,망우본동,31311,15849,15462,3934,4377,4558,4559,5995,7888,1970,2274,2390,2436,3031,3748,1964,2103,2168,2123,2964,4140,14495,2795,11700,3074745
2018,2,11260660,망우3동,18199,9159,9040,2403,2488,2569,2749,3479,4511,1174,1276,1371,1413,1809,2116,1229,1212,1198,1336,1670,2395,8450,19,8431,967313
2018,2,11260680,신내1동,40182,19711,20471,7763,5280,5639,6196,6716,8588,4010,2700,2729,3121,3223,3928,3753,2580,2910,3075,3493,4660,14150,6467,7683,2361684
2018,2,11260690,신내2동,22597,10886,11711,3715,2804,3406,3625,3787,5260,1900,1449,1690,1751,1800,2296,1815,1355,1716,1874,1987,2964,8993,8604,389,939758
2018,2,11290525,성북동,12823,6148,6675,1610,1886,1934,2089,2107,3197,812,919,943,1050,1006,1418,798,967,991,1039,1101,1779,5818,73,5745,3067396
2018,2,11290555,삼선동,36432,17488,18944,5549,6086,5344,6043,5625,7785,2881,2873,2628,2948,2752,3406,2668,3213,2716,3095,2873,4379,16415,3894,12521,1177823
2018,2,11290575,동선동,15860,6852,9008,1781,3960,2894,2260,1914,3051,856,1328,1364,1089,921,1294,925,2632,1530,1171,993,1757,8908,564,8344,729672
2018,2,11290580,돈암1동,15900,7472,8428,2510,2148,2183,2536,2746,3777,1191,1033,1071,1203,1314,1660,1319,1115,1112,1333,1432,2117,6103,4605,1498,461503
2018,2,11290590,돈암2동,18821,9042,9779,4063,2164,2556,3769,2951,3318,2063,1099,1170,1819,1409,1482,2000,1065,1386,1950,1542,1836,6462,4337,2125,414465
2018,2,11290600,안암동,15018,7616,7402,1493,4297,2319,1917,2083,2909,800,2299,1257,970,1039,1251,693,1998,1062,947,1044,1658,8584,1035,7549,1295307
2018,2,11290610,보문동,16876,8198,8678,2199,2852,3015,2738,2651,3421,1121,1367,1543,1385,1261,1521,1078,1485,1472,1353,1390,1900,7962,678,7284,551172
2018,2,11290620,정릉1동,20748,10014,10734,3803,2511,3032,3817,3164,4421,1922,1275,1449,1875,1543,1950,1881,1236,1583,1942,1621,2471,7858,3961,3897,475568
2018,2,11290630,정릉2동,24493,11996,12497,3920,3212,3386,4005,3945,6025,2053,1660,1743,1969,1876,2695,1867,1552,1643,2036,2069,3330,9790,1898,7892,1165255
2018,2,11290640,정릉3동,15549,7709,7840,1910,2635,2083,2169,2409,4343,1016,1445,1131,1087,1182,1848,894,1190,952,1082,1227,2495,7254,509,6745,3182234
2018,2,11290650,정릉4동,26867,13108,13759,4471,3265,3837,4679,4192,6423,2357,1649,1896,2315,2018,2873,2114,1616,1941,2364,2174,3550,10976,4870,6106,3714207
2018,2,11290660,길음1동,35064,16816,18248,8877,3195,5189,7806,4292,5705,4492,1514,2325,3876,2140,2469,4385,1681,2864,3930,2152,3236,12111,1751,10360,753885
2018,2,11290685,길음2동,7683,3776,3907,1280,967,933,1330,1234,1939,695,483,459,648,625,866,585,484,474,682,609,1073,3209,1803,1406,423663
2018,2,11290705,종암동,40957,20327,20630,7116,5820,5852,6940,6410,8819,3754,3130,2926,3455,3218,3844,3362,2690,2926,3485,3192,4975,16994,6060,10934,1494677
2018,2,11290715,월곡1동,31791,15462,16329,5885,3606,4533,5734,4881,7152,2927,1779,2220,2899,2411,3226,2958,1827,2313,2835,2470,3926,12468,5771,6697,974658
2018,2,11290725,월곡2동,20294,9940,10354,2981,3224,2932,3181,3131,4845,1515,1486,1501,1642,1585,2211,1466,1738,1431,1539,1546,2634,8826,2914,5912,1330228
2018,2,11290760,장위1동,20818,10314,10504,2852,2973,2628,3278,3928,5159,1463,1564,1429,1643,1920,2295,1389,1409,1199,1635,2008,2864,8840,32,8808,714821
2018,2,11290770,장위2동,16899,8480,8419,2077,2200,2003,2572,3136,4911,1055,1164,1104,1356,1583,2218,1022,1036,899,1216,1553,2693,7397,319,7078,682224
2018,2,11290780,장위3동,11781,5934,5847,1934,1408,1480,1969,2098,2892,951,743,750,1035,1080,1375,983,665,730,934,1018,1517,4867,1295,3572,663549
2018,2,11290810,석관동,33125,16486,16639,4263,4647,4713,5061,5793,8648,2237,2367,2434,2611,2832,4005,2026,2280,2279,2450,2961,4643,14636,2953,11683,1773773
2018,2,11305534,삼양동,28276,14089,14187,4146,3603,3813,4425,5089,7200,2140,1871,2028,2237,2575,3238,2006,1732,1785,2188,2514,3962,12461,2688,9773,959451
2018,2,11305535,미아동,22668,10963,11705,2552,3607,3277,3363,3986,5883,1347,1617,1738,1714,1899,2648,1205,1990,1539,1649,2087,3235,11119,596,10523,835492
2018,2,11305545,송중동,29477,14202,15275,3694,4122,4214,4598,4993,7856,1837,2013,2207,2316,2329,3500,1857,2109,2007,2282,2664,4356,13067,436,12631,1085065
2018,2,11305555,송천동,28794,14394,14400,3379,3797,3860,4326,5345,8087,1712,1985,2083,2286,2636,3692,1667,1812,1777,2040,2709,4395,13588,571,13017,928301
2018,2,11305575,삼각산동,33257,16045,17212,7692,3454,4493,6955,4836,5827,3966,1737,2050,3384,2401,2507,3726,1717,2443,3571,2435,3320,11782,11348,434,603256
2018,2,11305590,번1동,19604,9746,9858,2110,3218,3096,3153,3245,4782,1121,1541,1617,1658,1641,2168,989,1677,1479,1495,1604,2614,10065,562,9503,619363
2018,2,11305600,번2동,17545,8519,9026,2226,2275,2221,2771,2957,5095,1158,1193,1212,1410,1417,2129,1068,1082,1009,1361,1540,2966,7520,2099,5421,992960
2018,2,11305606,번3동,19061,9075,9986,2761,2242,2189,3091,2955,5823,1409,1119,1141,1596,1414,2396,1352,1123,1048,1495,1541,3427,7611,6846,765,1075371
2018,2,11305610,수유1동,22089,10912,11177,2798,3223,3092,3321,3846,5809,1411,1591,1670,1743,1868,2629,1387,1632,1422,1578,1978,3180,10253,139,10114,1748455
2018,2,11305620,수유2동,22460,10906,11554,2902,3105,2946,3435,3916,6156,1527,1562,1553,1724,1832,2708,1375,1543,1393,1711,2084,3448,9514,2528,6986,593685
2018,2,11305630,수유3동,23823,11920,11903,2335,4009,3856,3513,4077,6033,1196,1963,2122,1863,2045,2731,1139,2046,1734,1650,2032,3302,12207,23,12184,725084
2018,2,11305645,우이동,21627,10541,11086,2931,2790,2827,3289,3660,6130,1527,1403,1483,1614,1742,2772,1404,1387,1344,1675,1918,3358,9368,1106,8262,10680138
2018,2,11305660,인수동,32344,15808,16536,4327,4245,4413,4823,5563,8973,2197,2150,2344,2450,2660,4007,2130,2095,2069,2373,2903,4966,14116,546,13570,2869695
2018,2,11320511,창1동,26888,12899,13989,4393,3521,3927,4602,4410,6035,2266,1738,1945,2234,2046,2670,2127,1783,1982,2368,2364,3365,10889,7217,3672,1104916
2018,2,11320512,창2동,31059,15243,15816,4842,4397,4761,4961,5320,6778,2497,2230,2386,2471,2548,3111,2345,2167,2375,2490,2772,3667,12267,3060,9207,654615
2018,2,11320513,창3동,15066,7522,7544,2169,1960,1994,2376,2687,3880,1127,1003,1055,1219,1333,1785,1042,957,939,1157,1354,2095,6608,1123,5485,635079
2018,2,11320514,창4동,28602,13829,14773,5091,3955,3721,4934,5088,5813,2587,2031,1836,2305,2450,2620,2504,1924,1885,2629,2638,3193,10591,9753,838,1155759
2018,2,11320515,창5동,26183,12658,13525,4107,3688,3890,3904,4644,5950,2131,1811,1985,1843,2144,2744,1976,1877,1905,2061,2500,3206,9846,6842,3004,676820
2018,2,11320521,도봉1동,22851,11544,11307,2530,2880,2849,3213,4107,7272,1322,1524,1577,1703,2030,3388,1208,1356,1272,1510,2077,3884,10251,997,9254,8547209
2018,2,11320522,도봉2동,28545,14030,14515,3839,3434,4030,4022,4753,8467,1938,1788,2053,2084,2269,3898,1901,1646,1977,1938,2484,4569,11844,8242,3602,1204332
2018,2,11320660,쌍문1동,21637,10531,11106,3168,2966,2689,3450,3692,5672,1556,1495,1392,1715,1791,2582,1612,1471,1297,1735,1901,3090,8927,2023,6904,1177010
2018,2,11320670,쌍문2동,20002,9699,10303,2829,2699,2927,3019,3461,5067,1490,1353,1532,1491,1583,2250,1339,1346,1395,1528,1878,2817,8450,2324,6126,539384
2018,2,11320680,쌍문3동,17224,8349,8875,2140,2495,2625,2611,2880,4473,1098,1164,1369,1336,1337,2045,1042,1331,1256,1275,1543,2428,7606,1959,5647,504867
2018,2,11320681,쌍문4동,18876,9000,9876,3320,2646,2399,3070,3419,4022,1670,1377,1170,1413,1540,1830,1650,1269,1229,1657,1879,2192,6774,3579,3195,543784
2018,2,11320690,방학1동,30298,15026,15272,4297,4238,3806,4670,5590,7697,2202,2191,1932,2347,2734,3620,2095,2047,1874,2323,2856,4077,12630,4166,8464,1041785
2018,2,11320700,방학2동,21629,10942,10687,2947,2953,2683,3342,3991,5713,1551,1601,1469,1692,1997,2632,1396,1352,1214,1650,1994,3081,9501,214,9287,1102018
2018,2,11320710,방학3동,29430,14395,15035,5311,3927,3556,4768,5282,6586,2834,2144,1730,2228,2474,2985,2477,1783,1826,2540,2808,3601,10104,8867,1237,1856777
2018,2,11350560,월계1동,25078,12900,12178,3682,4147,3494,3978,3893,5884,1929,2396,1799,2076,1953,2747,1753,1751,1695,1902,1940,3137,10928,4206,6722,1218934
2018,2,11350570,월계2동,26869,12978,13891,4172,3207,3442,4351,4463,7234,2148,1672,1723,2219,2144,3072,2024,1535,1719,2132,2319,4162,11246,9450,1796,1991095
